id,sentiment,airline_id,aircraft_type,customer_id,class_id
SENT_28492,Neutral,G4,Boeing 757,545,BUS
SENT_28493,Satisfied,HA,ATR 42/72,4407,ECO_P
SENT_28494,Neutral,EV,ATR 42/72,12808,F_CLASS
SENT_28495,Dissatisfied,OH,Boeing 757,11132,ECO
SENT_28496,Neutral,AX,Boeing 767,9631,ECO_P
SENT_28497,Neutral,DL,Airbus A320,4980,ECO_P
SENT_28498,Neutral,OH,Boeing 757,8191,BUS
SENT_28499,Neutral,NK,Airbus A320,13810,ECO
SENT_28500,Satisfied,OH,Boeing 757,7513,BUS
SENT_28501,Satisfied,HA,Airbus A321,9147,ECO_P
SENT_28502,Satisfied,YV,Embraer ERJ-145,59,ECO
SENT_28503,Satisfied,OH,Airbus A300,9600,ECO_P
SENT_28504,Satisfied,AS,Canadair CRJ-700,3579,ECO_P
SENT_28505,Satisfied,ZW,British Aerospace BAe 146/Avro RJ,5535,BUS
SENT_28506,Satisfied,PT,Boeing 737,6770,F_CLASS
SENT_28507,Satisfied,C5,Airbus A321,14900,ECO
SENT_28508,Satisfied,B6,Airbus A321,1612,ECO
SENT_28509,Satisfied,EV,ATR 42/72,13734,ECO
SENT_28510,Satisfied,AX,Boeing 767,4023,BUS
SENT_28511,Satisfied,NK,Airbus A320,3408,BUS
SENT_28512,Satisfied,9K,Airbus A320,1701,ECO_P
SENT_28513,Neutral,VX,Airbus A320,6311,BUS
SENT_28514,Satisfied,UA,Boeing 787 Dreamliner,4633,F_CLASS
SENT_28515,Satisfied,OH,Airbus A300,3733,ECO_P
SENT_28516,Satisfied,ZW,Dornier Do-328,1974,F_CLASS
SENT_28517,Satisfied,CP,Canadair CRJ-100 Series,6599,F_CLASS
SENT_28518,Dissatisfied,KS,Boeing 737,6701,ECO
SENT_28519,Satisfied,AS,McDonnell Douglas MD-80,1386,ECO
SENT_28520,Neutral,9K,Airbus A330,6379,F_CLASS
SENT_28521,Satisfied,AX,Boeing 767,5296,ECO_P
SENT_28522,Satisfied,CP,Embraer ERJ-170,7067,BUS
SENT_28523,Dissatisfied,OO,Mitsubishi MRJ90,7594,F_CLASS
SENT_28524,Dissatisfied,B6,Airbus A320,1241,ECO
SENT_28525,Dissatisfied,WN,Boeing 737,5730,F_CLASS
SENT_28526,Dissatisfied,WN,Boeing 737,9937,ECO
SENT_28527,Dissatisfied,PT,Boeing 737,4295,BUS
SENT_28528,Satisfied,YV,Embraer ERJ-170,5455,ECO
SENT_28529,Dissatisfied,OO,Embraer E175-E2,13322,BUS
SENT_28530,Neutral,G7,Canadair CRJ-700,10450,ECO
SENT_28531,Neutral,OO,Embraer E175-E2,647,ECO_P
SENT_28532,Dissatisfied,KS,Airbus A320,13928,ECO
SENT_28533,Dissatisfied,PT,Boeing 737,4347,ECO
SENT_28534,Neutral,AA,McDonnell Douglas MD-80,14842,BUS
SENT_28535,Satisfied,AX,Boeing 767,13493,ECO_P
SENT_28536,Dissatisfied,HA,Airbus A330,8133,ECO
SENT_28537,Dissatisfied,AS,Canadair CRJ-700,2286,ECO
SENT_28538,Neutral,DL,McDonnell Douglas MD-90,7690,ECO
SENT_28539,Satisfied,WN,Boeing 737,1566,BUS
SENT_28540,Satisfied,WN,Boeing 737,2055,ECO
SENT_28541,Neutral,ZW,British Aerospace BAe 146/Avro RJ,11186,BUS
SENT_28542,Neutral,OH,Airbus A300,5363,ECO_P
SENT_28543,Dissatisfied,G4,Boeing 757,1858,F_CLASS
SENT_28544,Neutral,NK,Airbus A320,9585,BUS
SENT_28545,Dissatisfied,EM,McDonnell Douglas DC-10,5285,F_CLASS
SENT_28546,Satisfied,DL,Boeing 777,2834,F_CLASS
SENT_28547,Neutral,HA,McDonnell Douglas DC-8,14246,ECO
SENT_28548,Dissatisfied,WN,Boeing 737,10754,ECO
SENT_28549,Neutral,EV,ATR 42/72,9701,ECO_P
SENT_28550,Neutral,G4,Airbus A319,5310,BUS
SENT_28551,Neutral,EV,ATR 42/72,1048,ECO
SENT_28552,Dissatisfied,AA,Embraer ERJ-190,14855,ECO
SENT_28553,Neutral,G4,Boeing 757,3004,BUS
SENT_28554,Neutral,NK,McDonnell Douglas MD-80,11943,F_CLASS
SENT_28555,Dissatisfied,AS,Embraer ERJ-170,6991,F_CLASS
SENT_28556,Dissatisfied,CP,Embraer ERJ-170,1772,F_CLASS
SENT_28557,Satisfied,KS,Airbus A310,4140,ECO
SENT_28558,Satisfied,9E,Canadair CRJ-100 Series,12576,ECO_P
SENT_28559,Satisfied,G7,Canadair CRJ-900,2195,ECO
SENT_28560,Neutral,QX,Embraer E175,11384,ECO
SENT_28561,Satisfied,9K,Airbus A330,4121,BUS
SENT_28562,Satisfied,KS,Fokker F70 / F100,2211,BUS
SENT_28563,Satisfied,HA,ATR 42/72,7760,ECO_P
SENT_28564,Neutral,F9,De Havilland Canada DHC-8 Dash 8,4125,BUS
SENT_28565,Neutral,OO,Embraer E175-E2,9439,BUS
SENT_28566,Satisfied,PT,Boeing 737,5890,ECO_P
SENT_28567,Neutral,UA,Boeing 737,13229,F_CLASS
SENT_28568,Satisfied,YV,Canadair CRJ-100 Series,1493,ECO
SENT_28569,Satisfied,ZW,Canadair CRJ-100 Series,4573,BUS
SENT_28570,Neutral,NK,Airbus A321,11039,ECO
SENT_28571,Satisfied,AA,Fokker F70 / F100,4668,ECO_P
SENT_28572,Satisfied,G7,Mitsubishi MRJ90,2896,ECO_P
SENT_28573,Satisfied,EV,ATR 42/72,1723,F_CLASS
SENT_28574,Satisfied,NK,Airbus A319,4339,ECO
SENT_28575,Satisfied,UA,Airbus A350,3081,F_CLASS
SENT_28576,Satisfied,F9,Airbus A321,11152,ECO_P
SENT_28577,Dissatisfied,AX,Boeing 767,11347,ECO_P
SENT_28578,Satisfied,9E,Canadair CRJ-900,4188,ECO_P
SENT_28579,Satisfied,MQ,Embraer ERJ-170,11744,BUS
SENT_28580,Dissatisfied,YV,De Havilland Canada DHC-8 Dash 8,1244,F_CLASS
SENT_28581,Dissatisfied,AS,Embraer ERJ-170,12554,ECO_P
SENT_28582,Neutral,UA,McDonnell Douglas DC-10,5491,F_CLASS
SENT_28583,Satisfied,UA,Airbus A319,2162,BUS
SENT_28584,Dissatisfied,OO,Embraer EMB-120 Brasilia,4412,ECO
SENT_28585,Dissatisfied,QX,De Havilland Canada DHC-8 Dash 8,14521,ECO
SENT_28586,Dissatisfied,UA,Boeing 747,1495,ECO
SENT_28587,Satisfied,AA,Airbus A321,8527,BUS
SENT_28588,Dissatisfied,B6,Embraer ERJ-190,14557,F_CLASS
SENT_28589,Dissatisfied,ZW,British Aerospace BAe ATP,6486,BUS
SENT_28590,Satisfied,OH,Boeing 757,11870,ECO_P
SENT_28591,Satisfied,AS,McDonnell Douglas MD-80,11137,ECO
SENT_28592,Satisfied,C5,Airbus A321,2723,F_CLASS
SENT_28593,Satisfied,PT,Boeing 737,9946,ECO_P
SENT_28594,Dissatisfied,AX,Boeing 767,11115,F_CLASS
SENT_28595,Neutral,9E,Canadair CRJ-100 Series,6284,ECO
SENT_28596,Satisfied,PT,Boeing 737,10652,F_CLASS
SENT_28597,Satisfied,PT,Boeing 737,12360,F_CLASS
SENT_28598,Satisfied,G7,ATR 42/72,3493,BUS
SENT_28599,Satisfied,KS,Airbus A310,7433,ECO_P
SENT_28600,Satisfied,YX,Embraer ERJ-190,6499,BUS
SENT_28601,Dissatisfied,NK,Airbus A321,8615,BUS
SENT_28602,Dissatisfied,EV,ATR 42/72,12134,F_CLASS
SENT_28603,Satisfied,CP,Embraer ERJ-170,11797,ECO
SENT_28604,Satisfied,B6,Airbus A321,3729,F_CLASS
SENT_28605,Satisfied,G4,Airbus A320,5132,BUS
SENT_28606,Satisfied,YX,De Havilland Canada DHC-8 Dash 8,818,ECO
SENT_28607,Satisfied,WN,Boeing 737,887,BUS
SENT_28608,Satisfied,F9,Boeing 737,358,ECO
SENT_28609,Satisfied,EV,ATR 42/72,1258,ECO
SENT_28610,Satisfied,MQ,Embraer ERJ-170,7844,F_CLASS
SENT_28611,Satisfied,G4,Boeing 757,9736,ECO_P
SENT_28612,Satisfied,G7,Mitsubishi MRJ90,13405,ECO
SENT_28613,Satisfied,G7,Mitsubishi MRJ90,4404,ECO
SENT_28614,Satisfied,VX,Airbus A321,11815,ECO
SENT_28615,Neutral,YX,Embraer ERJ-170,674,ECO
SENT_28616,Dissatisfied,VX,Airbus A319,1060,ECO_P
SENT_28617,Satisfied,PT,Boeing 737,1662,BUS
SENT_28618,Neutral,G7,Canadair CRJ-700,11961,ECO
SENT_28619,Satisfied,C5,Boeing 737,8316,ECO_P
SENT_28620,Neutral,CP,Embraer ERJ-170,6786,ECO_P
SENT_28621,Satisfied,CP,Embraer ERJ-170,3533,F_CLASS
SENT_28622,Satisfied,AA,Airbus A330,9328,ECO_P
SENT_28623,Satisfied,HA,Airbus A321,11269,F_CLASS
SENT_28624,Dissatisfied,EV,ATR 42/72,2996,F_CLASS
SENT_28625,Satisfied,YX,Embraer ERJ-170,13845,ECO
SENT_28626,Satisfied,CP,Canadair CRJ-100 Series,5354,BUS
SENT_28627,Neutral,EV,ATR 42/72,156,ECO
SENT_28628,Neutral,VX,Airbus A319,3359,BUS
SENT_28629,Neutral,B6,Airbus A321,4438,BUS
SENT_28630,Satisfied,YX,Embraer ERJ-190,5172,F_CLASS
SENT_28631,Satisfied,9K,ATR 42/72,12899,BUS
SENT_28632,Satisfied,G7,ATR 42/72,4793,ECO_P
SENT_28633,Satisfied,EV,ATR 42/72,7285,ECO
SENT_28634,Dissatisfied,HA,Airbus A321,5103,F_CLASS
SENT_28635,Dissatisfied,AA,Embraer ERJ-190,8021,F_CLASS
SENT_28636,Satisfied,B6,Airbus A321,5278,ECO
SENT_28637,Satisfied,EM,McDonnell Douglas MD-11,7165,F_CLASS
SENT_28638,Dissatisfied,YX,De Havilland Canada DHC-8 Dash 8,12512,F_CLASS
SENT_28639,Neutral,AS,Boeing 737,6776,BUS
SENT_28640,Dissatisfied,QX,Canadair CRJ-700,5539,ECO
SENT_28641,Neutral,AS,Boeing 737,5896,ECO_P
SENT_28642,Satisfied,9K,Airbus A320,2979,F_CLASS
SENT_28643,Satisfied,F9,Boeing 737,3658,BUS
SENT_28644,Satisfied,QX,Embraer E175,14155,ECO
SENT_28645,Dissatisfied,ZW,British Aerospace BAe 146/Avro RJ,11953,F_CLASS
SENT_28646,Satisfied,G7,British Aerospace Jetstream 41,9826,ECO_P
SENT_28647,Dissatisfied,QX,Canadair CRJ-700,11121,BUS
SENT_28648,Neutral,9K,Airbus A330,11956,ECO_P
SENT_28649,Dissatisfied,AX,Boeing 767,4166,BUS
SENT_28650,Neutral,PT,Boeing 737,4450,ECO
SENT_28651,Satisfied,HA,Airbus A321,5246,F_CLASS
SENT_28652,Neutral,MQ,Embraer ERJ-170,3840,ECO_P
SENT_28653,Neutral,B6,Embraer ERJ-190,13769,ECO_P
SENT_28654,Neutral,UA,Boeing 787 Dreamliner,14156,ECO_P
SENT_28655,Neutral,MQ,Embraer ERJ-170,10695,ECO_P
SENT_28656,Dissatisfied,HA,McDonnell Douglas MD-80,14080,ECO_P
SENT_28657,Neutral,VX,Airbus A321,9772,BUS
SENT_28658,Neutral,AA,Airbus A350 XWB,10941,ECO
SENT_28659,Neutral,NK,Airbus A320,13925,ECO_P
SENT_28660,Dissatisfied,WN,Boeing 737,7231,ECO_P
SENT_28661,Neutral,MQ,Embraer ERJ-170,11185,BUS
SENT_28662,Neutral,WN,Boeing 737,6392,ECO
SENT_28663,Satisfied,KS,Boeing 737,14839,F_CLASS
SENT_28664,Dissatisfied,WN,Boeing 737,6838,ECO_P
SENT_28665,Neutral,YV,Canadair CRJ-100 Series,12311,ECO_P
SENT_28666,Neutral,B6,Embraer ERJ-190,12609,ECO_P
SENT_28667,Dissatisfied,VX,Airbus A319,13963,F_CLASS
SENT_28668,Satisfied,UA,McDonnell Douglas DC-8,14489,F_CLASS
SENT_28669,Neutral,NK,Airbus A319,12856,BUS
SENT_28670,Neutral,YX,Embraer ERJ-190,7008,ECO
SENT_28671,Neutral,F9,Airbus A320,12161,F_CLASS
SENT_28672,Dissatisfied,F9,De Havilland Canada DHC-8 Dash 8,9389,BUS
SENT_28673,Neutral,NK,McDonnell Douglas MD-80,9377,F_CLASS
SENT_28674,Satisfied,G7,Canadair CRJ-700,9991,F_CLASS
SENT_28675,Satisfied,G7,Mitsubishi MRJ90,9219,BUS
SENT_28676,Satisfied,WN,Boeing 737,3878,BUS
SENT_28677,Dissatisfied,MQ,Embraer ERJ-170,1750,ECO_P
SENT_28678,Satisfied,AA,Fokker F70 / F100,4369,ECO
SENT_28679,Satisfied,9K,Airbus A320,5995,F_CLASS
SENT_28680,Satisfied,G7,Embraer EMB-120 Brasilia,12193,BUS
SENT_28681,Satisfied,AS,Boeing 737,8330,ECO
SENT_28682,Neutral,VX,Airbus A319,5645,ECO
SENT_28683,Satisfied,KS,Airbus A310,7104,BUS
SENT_28684,Neutral,B6,Embraer ERJ-190,4035,F_CLASS
SENT_28685,Neutral,DL,Boeing 787 Dreamliner,11944,BUS
SENT_28686,Dissatisfied,WN,Boeing 737,9927,ECO_P
SENT_28687,Neutral,C5,Boeing 737,6019,ECO_P
SENT_28688,Dissatisfied,YX,Embraer ERJ-170,6014,ECO
SENT_28689,Satisfied,AA,Boeing 787 Dreamliner,14856,ECO_P
SENT_28690,Satisfied,VX,Airbus A321,1304,F_CLASS
SENT_28691,Satisfied,G7,Canadair CRJ-700,3476,ECO
SENT_28692,Dissatisfied,AS,Embraer ERJ-170,82,ECO
SENT_28693,Satisfied,PT,Boeing 737,562,F_CLASS
SENT_28694,Satisfied,DL,Airbus A310,2895,BUS
SENT_28695,Neutral,MQ,Embraer ERJ-170,3466,F_CLASS
SENT_28696,Neutral,AX,Boeing 767,381,BUS
SENT_28697,Satisfied,F9,Airbus A319,2122,ECO
SENT_28698,Neutral,VX,Airbus A319,1436,ECO_P
SENT_28699,Satisfied,ZW,British Aerospace BAe ATP,2781,BUS
SENT_28700,Satisfied,B6,Airbus A321,14564,ECO
SENT_28701,Satisfied,QX,Embraer E175,8463,ECO_P
SENT_28702,Neutral,G7,Embraer EMB-120 Brasilia,8370,F_CLASS
SENT_28703,Dissatisfied,G7,Canadair CRJ-900,7626,ECO
SENT_28704,Neutral,F9,Airbus A318,10364,BUS
SENT_28705,Satisfied,PT,Boeing 737,13391,F_CLASS
SENT_28706,Neutral,G4,Airbus A320,10986,F_CLASS
SENT_28707,Neutral,CP,Canadair CRJ-100 Series,6442,F_CLASS
SENT_28708,Satisfied,G4,McDonnell Douglas DC-9,10853,ECO
SENT_28709,Satisfied,OH,Airbus A300,9489,ECO_P
SENT_28710,Neutral,9K,Airbus A320,9890,ECO_P
SENT_28711,Satisfied,C5,Airbus A321,26,ECO
SENT_28712,Satisfied,EV,ATR 42/72,2051,ECO
SENT_28713,Dissatisfied,YV,Embraer EMB-120 Brasilia,17,ECO_P
SENT_28714,Satisfied,EV,ATR 42/72,12988,F_CLASS
SENT_28715,Neutral,YX,De Havilland Canada DHC-8 Dash 8,14579,F_CLASS
SENT_28716,Satisfied,C5,Airbus A321,11834,ECO
SENT_28717,Dissatisfied,VX,Airbus A319,6058,ECO
SENT_28718,Satisfied,ZW,British Aerospace BAe ATP,9325,BUS
SENT_28719,Dissatisfied,KS,Boeing 737,49,BUS
SENT_28720,Dissatisfied,UA,Boeing 767,12187,ECO_P
SENT_28721,Dissatisfied,AA,Boeing 747,9158,F_CLASS
SENT_28722,Neutral,9K,Embraer ERJ-190,13499,ECO_P
SENT_28723,Dissatisfied,AA,British Aerospace BAe 146/Avro RJ,12407,F_CLASS
SENT_28724,Dissatisfied,AA,Airbus A350 XWB,3020,F_CLASS
SENT_28725,Neutral,VX,Airbus A319,12340,F_CLASS
SENT_28726,Dissatisfied,AX,Boeing 767,1352,BUS
SENT_28727,Satisfied,HA,McDonnell Douglas DC-9,385,ECO
SENT_28728,Satisfied,EV,ATR 42/72,10804,BUS
SENT_28729,Neutral,AS,Canadair CRJ-700,12641,F_CLASS
SENT_28730,Satisfied,9E,Canadair CRJ-100 Series,1470,F_CLASS
SENT_28731,Dissatisfied,PT,Boeing 737,2331,BUS
SENT_28732,Satisfied,AA,McDonnell Douglas DC-8,10089,ECO
SENT_28733,Dissatisfied,MQ,Embraer ERJ-170,13559,F_CLASS
SENT_28734,Dissatisfied,UA,Embraer E175,6809,BUS
SENT_28735,Satisfied,QX,Canadair CRJ-700,6809,BUS
SENT_28736,Satisfied,G4,Airbus A319,5549,ECO
SENT_28737,Satisfied,AS,McDonnell Douglas MD-80,12996,ECO
SENT_28738,Satisfied,QX,Canadair CRJ-700,9462,F_CLASS
SENT_28739,Dissatisfied,CP,Canadair CRJ-100 Series,8703,F_CLASS
SENT_28740,Neutral,AX,Boeing 767,2738,F_CLASS
SENT_28741,Satisfied,OO,Canadair CRJ-700,5297,F_CLASS
SENT_28742,Satisfied,VX,Airbus A321,5656,ECO_P
SENT_28743,Dissatisfied,AA,Embraer ERJ-190,3178,BUS
SENT_28744,Satisfied,KS,Boeing 737,9186,ECO
SENT_28745,Satisfied,EV,ATR 42/72,7557,BUS
SENT_28746,Satisfied,EV,ATR 42/72,6800,BUS
SENT_28747,Neutral,MQ,Embraer ERJ-170,9542,ECO_P
SENT_28748,Dissatisfied,WN,Boeing 737,9415,F_CLASS
SENT_28749,Neutral,G4,Airbus A319,6394,ECO
SENT_28750,Satisfied,UA,McDonnell Douglas DC-8,14329,ECO_P
SENT_28751,Satisfied,AA,Airbus A320,5404,ECO_P
SENT_28752,Satisfied,AX,Boeing 767,10282,ECO_P
SENT_28753,Neutral,G7,Canadair CRJ-900,3355,F_CLASS
SENT_28754,Satisfied,C5,Airbus A321,9113,F_CLASS
SENT_28755,Neutral,PT,Boeing 737,4602,ECO
SENT_28756,Dissatisfied,NK,Airbus A321,10071,F_CLASS
SENT_28757,Neutral,KS,Airbus A320,2741,BUS
SENT_28758,Dissatisfied,YV,Embraer ERJ-170,14720,BUS
SENT_28759,Dissatisfied,YV,Embraer ERJ-170,6016,ECO_P
SENT_28760,Dissatisfied,F9,Airbus A320,14200,ECO
SENT_28761,Dissatisfied,MQ,Embraer ERJ-170,14057,ECO
SENT_28762,Neutral,YV,Canadair CRJ-900,6367,ECO
SENT_28763,Neutral,OO,Embraer EMB-120 Brasilia,13137,ECO
SENT_28764,Dissatisfied,EV,ATR 42/72,9115,BUS
SENT_28765,Dissatisfied,AX,Boeing 767,1311,BUS
SENT_28766,Dissatisfied,PT,Boeing 737,12719,BUS
SENT_28767,Neutral,CP,Canadair CRJ-100 Series,13050,ECO_P
SENT_28768,Dissatisfied,G7,Mitsubishi MRJ90,3691,ECO
SENT_28769,Satisfied,VX,Airbus A320,11297,ECO
SENT_28770,Satisfied,YX,Embraer ERJ-190,6519,F_CLASS
SENT_28771,Satisfied,OH,Boeing 757,4588,ECO
SENT_28772,Satisfied,9K,ATR 42/72,10721,F_CLASS
SENT_28773,Satisfied,YX,Embraer ERJ-170,8341,ECO
SENT_28774,Satisfied,KS,Airbus A319,839,ECO_P
SENT_28775,Satisfied,9K,Airbus A350 XWB,6575,ECO_P
SENT_28776,Satisfied,AS,McDonnell Douglas MD-80,14998,BUS
SENT_28777,Satisfied,NK,Airbus A320,3523,BUS
SENT_28778,Satisfied,QX,De Havilland Canada DHC-8 Dash 8,1085,ECO
SENT_28779,Neutral,EM,McDonnell Douglas MD-11,5984,F_CLASS
SENT_28780,Dissatisfied,EV,ATR 42/72,3728,ECO
SENT_28781,Satisfied,ZW,British Aerospace BAe ATP,5112,F_CLASS
SENT_28782,Satisfied,G7,ATR 42/72,615,F_CLASS
SENT_28783,Satisfied,AX,Boeing 767,8872,F_CLASS
SENT_28784,Dissatisfied,EM,McDonnell Douglas DC-10,3011,ECO
SENT_28785,Satisfied,9K,Airbus A350 XWB,5112,ECO
SENT_28786,Dissatisfied,AA,Boeing 717,7212,BUS
SENT_28787,Satisfied,OH,Airbus A300,3500,F_CLASS
SENT_28788,Neutral,WN,Boeing 737,3570,ECO_P
SENT_28789,Satisfied,EV,ATR 42/72,1605,ECO_P
SENT_28790,Dissatisfied,UA,Boeing 737,6403,F_CLASS
SENT_28791,Dissatisfied,AX,Boeing 767,1070,ECO_P
SENT_28792,Dissatisfied,C5,Airbus A321,1708,ECO_P
SENT_28793,Neutral,KS,Airbus A319,2678,F_CLASS
SENT_28794,Dissatisfied,EV,ATR 42/72,13882,BUS
SENT_28795,Dissatisfied,EV,ATR 42/72,8009,ECO_P
SENT_28796,Dissatisfied,ZW,British Aerospace BAe 146/Avro RJ,6739,ECO_P
SENT_28797,Dissatisfied,YX,Embraer ERJ-190,7491,BUS
SENT_28798,Dissatisfied,WN,Boeing 737,12984,ECO
SENT_28799,Neutral,G4,Airbus A319,2762,ECO_P
SENT_28800,Satisfied,YV,Canadair CRJ-900,14876,F_CLASS
SENT_28801,Satisfied,9E,Canadair CRJ-100 Series,12307,BUS
SENT_28802,Satisfied,QX,De Havilland Canada DHC-8 Dash 8,7945,BUS
SENT_28803,Satisfied,EV,ATR 42/72,1057,ECO_P
SENT_28804,Satisfied,CP,Canadair CRJ-100 Series,10128,BUS
SENT_28805,Dissatisfied,MQ,Embraer ERJ-170,8212,ECO
SENT_28806,Satisfied,ZW,British Aerospace BAe 146/Avro RJ,6117,F_CLASS
SENT_28807,Satisfied,9E,Canadair CRJ-100 Series,3046,BUS
SENT_28808,Satisfied,QX,De Havilland Canada DHC-8 Dash 8,8707,F_CLASS
SENT_28809,Satisfied,AA,Boeing 767,5671,ECO_P
SENT_28810,Neutral,WN,Boeing 737,1669,ECO
SENT_28811,Neutral,PT,Boeing 737,10606,ECO
SENT_28812,Dissatisfied,UA,Airbus A320,7026,F_CLASS
SENT_28813,Neutral,NK,Airbus A321,5477,ECO_P
SENT_28814,Satisfied,OH,Airbus A300,9202,F_CLASS
SENT_28815,Dissatisfied,PT,Boeing 737,6544,F_CLASS
SENT_28816,Satisfied,9E,Canadair CRJ-100 Series,2384,ECO
SENT_28817,Satisfied,9E,Canadair CRJ-900,1139,F_CLASS
SENT_28818,Satisfied,AX,Boeing 767,12660,ECO
SENT_28819,Satisfied,NK,McDonnell Douglas MD-80,1184,ECO
SENT_28820,Satisfied,F9,Airbus A319,572,ECO
SENT_28821,Satisfied,OO,Embraer E175-E2,3502,ECO
SENT_28822,Satisfied,QX,De Havilland Canada DHC-8 Dash 8,14506,ECO_P
SENT_28823,Satisfied,KS,Airbus A310,10604,ECO
SENT_28824,Satisfied,9K,ATR 42/72,6494,F_CLASS
SENT_28825,Satisfied,AX,Boeing 767,12769,BUS
SENT_28826,Neutral,AA,McDonnell Douglas MD-90,11008,F_CLASS
SENT_28827,Satisfied,9K,Airbus A320,4853,ECO
SENT_28828,Satisfied,UA,Boeing 747,13350,BUS
SENT_28829,Satisfied,YX,Embraer ERJ-190,13192,ECO_P
SENT_28830,Satisfied,OO,Canadair CRJ-900,8173,F_CLASS
SENT_28831,Satisfied,YV,Canadair CRJ-700,12724,F_CLASS
SENT_28832,Satisfied,C5,Boeing 737,10317,BUS
SENT_28833,Neutral,KS,Airbus A319,5300,ECO_P
SENT_28834,Satisfied,AS,Canadair CRJ-700,11346,ECO_P
SENT_28835,Satisfied,ZW,Canadair CRJ-100 Series,11555,ECO_P
SENT_28836,Satisfied,HA,Airbus A321,12701,ECO
SENT_28837,Satisfied,AX,Boeing 767,14534,BUS
SENT_28838,Neutral,9E,Canadair CRJ-100 Series,1359,F_CLASS
SENT_28839,Satisfied,AX,Boeing 767,9354,ECO_P
SENT_28840,Satisfied,C5,Airbus A321,12106,ECO_P
SENT_28841,Satisfied,F9,De Havilland Canada DHC-8 Dash 8,839,BUS
SENT_28842,Satisfied,UA,Airbus A319,863,ECO
SENT_28843,Satisfied,UA,Embraer E175,5028,ECO
SENT_28844,Satisfied,C5,Airbus A321,9990,ECO_P
SENT_28845,Dissatisfied,QX,De Havilland Canada DHC-8 Dash 8,2869,BUS
SENT_28846,Satisfied,DL,McDonnell Douglas DC-10,495,F_CLASS
SENT_28847,Satisfied,AS,Canadair CRJ-700,4278,ECO_P
SENT_28848,Satisfied,AX,Boeing 767,5592,ECO_P
SENT_28849,Satisfied,DL,Airbus A310,11889,BUS
SENT_28850,Dissatisfied,KS,Boeing 737,11531,F_CLASS
SENT_28851,Satisfied,OH,Boeing 757,6042,BUS
SENT_28852,Satisfied,YX,Embraer ERJ-170,11862,ECO_P
SENT_28853,Satisfied,OH,Boeing 757,2590,BUS
SENT_28854,Satisfied,OH,Airbus A300,14696,F_CLASS
SENT_28855,Dissatisfied,AA,Airbus A330,11909,BUS
SENT_28856,Satisfied,YV,Canadair CRJ-100 Series,4092,BUS
SENT_28857,Satisfied,C5,Boeing 737,6687,ECO_P
SENT_28858,Satisfied,HA,McDonnell Douglas DC-10,14949,BUS
SENT_28859,Neutral,AX,Boeing 767,9959,ECO
SENT_28860,Satisfied,C5,Airbus A321,10424,F_CLASS
SENT_28861,Satisfied,C5,Airbus A321,10829,ECO_P
SENT_28862,Satisfied,AX,Boeing 767,1776,ECO_P
SENT_28863,Neutral,OH,Airbus A300,4165,BUS
SENT_28864,Satisfied,AA,Airbus A319,5762,F_CLASS
SENT_28865,Satisfied,G4,Airbus A319,6375,BUS
SENT_28866,Satisfied,PT,Boeing 737,9869,ECO
SENT_28867,Satisfied,AX,Boeing 767,9674,F_CLASS
SENT_28868,Satisfied,ZW,Canadair CRJ-100 Series,12738,BUS
SENT_28869,Satisfied,UA,Airbus A320,3771,ECO
SENT_28870,Neutral,PT,Boeing 737,4722,F_CLASS
SENT_28871,Satisfied,MQ,Embraer ERJ-170,3480,F_CLASS
SENT_28872,Neutral,AS,Canadair CRJ-700,904,BUS
SENT_28873,Neutral,DL,McDonnell Douglas MD-11,2489,ECO
SENT_28874,Satisfied,NK,Airbus A319,6283,F_CLASS
SENT_28875,Satisfied,HA,McDonnell Douglas MD-80,6617,BUS
SENT_28876,Neutral,HA,McDonnell Douglas DC-10,8922,F_CLASS
SENT_28877,Satisfied,PT,Boeing 737,8088,ECO
SENT_28878,Neutral,AS,Boeing 737,3440,ECO_P
SENT_28879,Neutral,B6,Airbus A321,8508,ECO_P
SENT_28880,Neutral,DL,Boeing 757,9889,BUS
SENT_28881,Satisfied,NK,Airbus A319,5219,ECO
SENT_28882,Satisfied,KS,Fokker F70 / F100,11915,ECO_P
SENT_28883,Satisfied,VX,Airbus A320,8095,BUS
SENT_28884,Dissatisfied,HA,McDonnell Douglas DC-8,14652,F_CLASS
SENT_28885,Dissatisfied,G7,ATR 42/72,13999,F_CLASS
SENT_28886,Satisfied,AA,Embraer ERJ-190,12880,BUS
SENT_28887,Satisfied,EM,Antonov An-124,13742,BUS
SENT_28888,Satisfied,9K,Embraer ERJ-190,1592,BUS
SENT_28889,Satisfied,DL,McDonnell Douglas MD-80,2051,ECO_P
SENT_28890,Satisfied,MQ,Embraer ERJ-170,9744,F_CLASS
SENT_28891,Satisfied,CP,Canadair CRJ-100 Series,450,BUS
SENT_28892,Dissatisfied,9E,Canadair CRJ-900,14524,F_CLASS
SENT_28893,Satisfied,OH,Boeing 757,13694,F_CLASS
SENT_28894,Satisfied,QX,Canadair CRJ-700,13811,ECO
SENT_28895,Satisfied,WN,Boeing 737,707,ECO
SENT_28896,Satisfied,PT,Boeing 737,12181,ECO_P
SENT_28897,Dissatisfied,MQ,Embraer ERJ-170,8614,ECO
SENT_28898,Satisfied,WN,Boeing 737,13040,ECO_P
SENT_28899,Neutral,G4,Airbus A320,528,F_CLASS
SENT_28900,Satisfied,WN,Boeing 737,8467,BUS
