booking_id,customer_id,flight_id,origin_airport,dest_airport,NumTicketsOrdered,PricePerTicket
909244,ECO,76,FLL,DEN,4,168
909287,BUS,996,FLL,DEN,1,263
909329,BUS,6183,FLL,BOI,2,254
909372,F_CLASS,1739,DEN,FLL,3,112
909414,ECO,1175,DEN,FLL,9,131.5
909457,F_CLASS,197,FLL,DEN,3,149.5
909499,F_CLASS,4314,FLL,DEN,1,164.5
909542,ECO,6449,DEN,FLL,4,181
909584,ECO_P,476,DEN,FLL,3,196.5
909627,ECO_P,2641,FLL,DEN,1,214
909669,BUS,5669,FLL,DEN,2,228
909712,BUS,537,DEN,FLL,1,250.5
909754,ECO_P,5322,DEN,FLL,1,293
909797,BUS,4715,FLL,DEN,1,408.5
909839,ECO,3894,FLL,PDX,1,243
909882,F_CLASS,3283,DEN,FLL,2,228.5
909924,ECO_P,1834,FLL,EWR,9,97
909967,ECO_P,4005,FLL,EWR,1,496
910009,ECO_P,1512,EWR,FLL,2,81.5
910052,BUS,3129,FLL,EWR,1,100.5
910094,F_CLASS,5455,FLL,EWR,1,131
910137,ECO,6127,EWR,FLL,1,176.5
910179,ECO_P,1428,FLL,HOU,3,79
910222,ECO_P,3733,FLL,HOU,1,366
910264,F_CLASS,2932,FLL,AUS,1,89
910307,ECO_P,4564,FLL,AUS,1,119.43
910349,BUS,2548,FLL,HOU,1,74.5
910392,F_CLASS,1587,HOU,FLL,6,115.5
910434,ECO_P,4201,HOU,FLL,2,138.5
910477,ECO_P,4599,FLL,HOU,1,175.5
910519,F_CLASS,4211,FLL,HOU,1,223.5
910562,ECO,1995,HOU,FLL,2,294.5
910604,ECO_P,239,HOU,FLL,1,101.99
910647,ECO,908,FLL,IAD,4,171
910689,BUS,6924,IAD,FLL,2,81
910732,ECO,4376,FLL,IND,1,177
910774,F_CLASS,2419,FLL,IND,1,136.95
910817,BUS,7369,FLL,IND,2,116
910859,ECO_P,2705,FLL,IND,6,181
910902,F_CLASS,65,IND,FLL,4,282.5
910944,BUS,4098,FLL,ISP,3,88
910987,ECO,945,FLL,ISP,1,211
911029,ECO,3293,FLL,ISP,1,522
911072,ECO_P,364,FLL,ISP,2,115.5
911114,BUS,6411,FLL,ISP,1,172
911157,ECO,1082,ISP,FLL,1,430
911199,ECO,4859,FLL,LAS,8,182
911242,ECO,1696,FLL,LAS,1,295.01
911284,F_CLASS,5980,FLL,LAS,2,141.5
911327,ECO_P,1159,LAS,FLL,1,165
911369,BUS,2447,LAS,FLL,2,189.5
911412,BUS,1585,FLL,LAS,2,215.5
911454,BUS,1258,FLL,LAS,1,251.5
911497,BUS,4899,LAS,FLL,1,294.5
911539,ECO,4074,FLL,LAS,1,187.18
911582,F_CLASS,607,FLL,LAX,2,238
911624,F_CLASS,5342,FLL,LGA,1,169
911667,BUS,5233,FLL,MCI,1,165
911709,ECO,5421,FLL,MCI,1,549
911752,ECO,4433,FLL,MCI,1,169.5
911794,F_CLASS,4666,FLL,MCI,1,277.5
911837,ECO_P,6566,FLL,MCO,8,60
911879,BUS,999,FLL,ATL,1,107
911922,F_CLASS,1575,DAL,FLL,1,152.61
911964,F_CLASS,3536,FLL,MCO,4,60.5
912007,F_CLASS,5917,MCO,FLL,1,83
912049,ECO,2042,MCO,FLL,1,112.5
912092,ECO_P,1774,FLL,MCO,16,181.5
912134,BUS,6095,FLL,MDW,1,250.25
912177,ECO,7391,PIT,FLL,1,200.78
912219,ECO_P,4654,FLL,MDW,1,102
912262,BUS,2957,FLL,MDW,4,173
912304,ECO_P,2802,FLL,MDW,1,350
912347,F_CLASS,1502,FLL,MDW,1,177.24
912389,F_CLASS,5420,MDW,FLL,1,78
912432,ECO_P,5924,FLL,MDW,3,108.5
912474,BUS,1424,FLL,MDW,19,135.5
912517,ECO,2404,MDW,FLL,1,161
912559,ECO_P,6304,MDW,FLL,1,215.5
912602,BUS,6049,FLL,MDW,1,321.5
912644,F_CLASS,1531,FLL,MHT,1,369
912687,F_CLASS,3751,FLL,MKE,1,285
912729,BUS,3637,FLL,MKE,3,127.5
912772,BUS,2090,MKE,FLL,1,203.5
912814,ECO_P,3028,FLL,MSP,2,205
912857,ECO,1273,FLL,MSY,4,176
912899,ECO,4887,FLL,MSY,1,205.04
912942,BUS,935,FLL,MSY,5,76
912984,BUS,1203,FLL,MSY,5,93.5
913027,F_CLASS,15,MSY,FLL,12,113.5
913069,BUS,1701,MSY,FLL,13,134.5
913112,BUS,4791,FLL,MSY,1,164.5
913154,BUS,1303,FLL,MSY,1,193.5
913197,BUS,3356,MSY,FLL,3,250.5
913239,F_CLASS,6223,HOU,FLL,4,156.45
913282,ECO_P,5660,FLL,ORF,1,197
913324,ECO_P,5411,FLL,PHL,1,142
913367,BUS,4586,FLL,PHL,1,353
913409,BUS,1411,FLL,PHL,2,78.5
913452,BUS,2548,PHL,FLL,1,128.5
913494,F_CLASS,888,PHL,FLL,1,291.5
913537,F_CLASS,4017,FLL,PHX,1,256
913579,ECO,2321,FLL,PHX,1,268.86
913622,ECO,2686,PHX,FLL,1,198.5
913664,F_CLASS,1509,PHX,FLL,8,241.5
913707,ECO,1004,FLL,PHX,1,289
913749,ECO,6216,FLL,PHX,1,304.61
913792,F_CLASS,1984,FLL,PIT,5,98
913834,BUS,4038,FLL,PIT,1,282
913877,F_CLASS,383,PIT,FLL,1,89.5
913919,ECO,5794,PIT,FLL,2,133.5
913962,ECO,4576,FLL,PIT,1,205
914004,BUS,1016,FLL,PVD,3,114
914047,ECO,7363,FLL,PVD,7,223
914089,ECO_P,5871,FLL,PVD,1,159.7
914132,BUS,4461,PVD,FLL,1,124.5
914174,BUS,7423,PVD,FLL,1,176.5
914217,BUS,622,FLL,RDU,1,112
914259,ECO,1467,FLL,RDU,5,63.5
914302,ECO,5575,RDU,FLL,1,150.5
914344,F_CLASS,710,FLL,RDU,1,186.72
914387,ECO,3347,FLL,SDF,1,128
914429,ECO_P,4524,FLL,SJU,1,66
914472,F_CLASS,2776,FLL,SJU,10,443
914514,ECO,4617,FLL,SJU,1,108
914557,F_CLASS,6127,SJU,FLL,2,137
914599,BUS,5417,SJU,FLL,1,183
914642,F_CLASS,269,FLL,SMF,1,390
914684,ECO,1375,FLL,STL,1,196
914727,BUS,3673,FLL,STL,2,391
914769,ECO_P,7383,STL,FLL,2,92.5
914812,ECO_P,5912,FLL,STL,2,150.5
914854,F_CLASS,1308,FLL,STL,1,204.5
914897,ECO_P,1760,STL,FLL,2,306.5
914939,ECO,3591,FLL,TPA,1,100
914982,ECO_P,720,FLL,TPA,1,231
915024,BUS,2703,DEN,FLL,1,215.5
915067,ECO,2330,FLL,TPA,2,74
915109,ECO_P,1200,FLL,TPA,3,100
915152,F_CLASS,5452,TPA,FLL,2,117.5
915194,ECO,5314,TPA,FLL,1,149
915237,ECO_P,559,FLL,TPA,4,174.5
915279,BUS,6215,FLL,TPA,1,206.5
915322,ECO_P,1601,TPA,FLL,7,263.5
915364,ECO,88,MSY,FLL,1,177.06
915407,ECO,993,FNT,CLT,1,258
915449,F_CLASS,1471,MCO,FNT,2,127
915492,ECO,2312,FNT,MCO,1,211
915534,BUS,2572,FNT,MCO,1,367
915577,F_CLASS,3552,FNT,MDW,1,151
915619,ECO,4002,MDW,FNT,6,74.5
915662,ECO,2433,FNT,MDW,1,163
915704,F_CLASS,6210,RSW,FNT,1,137.17
915747,F_CLASS,6966,RSW,FNT,1,130.5
915789,BUS,753,RSW,FNT,7,202.5
915832,ECO_P,5421,FNT,RSW,1,218.46
915874,BUS,6415,FNT,TPA,1,139.5
915917,F_CLASS,247,TPA,FNT,2,273.5
915959,BUS,111,FNT,TPA,1,188.91
916002,ECO_P,793,GEG,BOI,11,153
916044,BUS,5988,GEG,BOI,6,80
916087,F_CLASS,1735,BOI,GEG,1,117
916129,ECO_P,4388,BOI,GEG,1,180.5
916172,ECO_P,4554,GEG,LAS,1,178.87
916214,ECO,1905,GEG,BUR,1,399.99
916257,F_CLASS,4374,GEG,DEN,2,173
916299,ECO,5005,GEG,DEN,7,101
916342,BUS,5969,DEN,GEG,2,148
916384,F_CLASS,1531,DEN,GEG,1,222.5
916427,BUS,33,GEG,FLL,1,328.67
916469,ECO_P,5434,GEG,LAS,8,244
916512,F_CLASS,2766,GEG,LAS,1,174.5
916554,ECO,840,GEG,LAS,4,99
916597,ECO_P,5012,LAS,GEG,12,115.5
916639,ECO_P,5404,LAS,GEG,1,131
916682,BUS,6286,GEG,LAS,3,146
916724,BUS,6433,GEG,LAS,2,166
916767,F_CLASS,78,LAS,GEG,1,189.5
916809,ECO_P,2919,LAS,GEG,7,228.5
916852,ECO,637,GEG,LAS,1,275.5
916894,BUS,1492,GEG,LAS,1,359.5
916937,BUS,4091,PHX,GEG,1,324.51
916979,ECO_P,5121,SAT,GEG,1,157.54
917022,BUS,3578,GEG,LAS,1,306.82
917064,ECO_P,109,GEG,OAK,5,274
917107,ECO_P,97,OAK,GEG,1,101.5
917149,ECO_P,5766,OAK,GEG,1,154
917192,ECO,2215,GEG,OAK,2,208
917234,BUS,2405,GEG,OAK,1,303.5
917277,ECO_P,5133,LAS,GEG,1,253.96
917319,ECO,2717,SAN,GEG,1,151.06
917362,ECO,4393,GEG,PHX,1,107
917404,ECO_P,4725,GEG,PHX,1,216.21
917447,BUS,3157,PHX,GEG,1,113
917489,F_CLASS,5456,PHX,GEG,11,141.5
917532,F_CLASS,641,GEG,PHX,2,196.5
917574,ECO_P,1428,GEG,PHX,2,266.5
917617,ECO_P,5203,GEG,PHX,2,124.99
917659,ECO_P,2927,SAN,GEG,1,78.19
917702,ECO,5986,GEG,SAN,2,179
917744,ECO,503,GEG,SAN,1,121.5
917787,ECO,3180,GEG,SAN,1,104.29
917829,ECO,742,GEG,SMF,2,103
917872,F_CLASS,3122,SMF,GEG,6,105.5
917914,ECO_P,1818,SMF,GEG,1,158
917957,F_CLASS,2158,LAS,GEG,1,105.75
917999,ECO,4467,PHX,GEG,4,151.06
918042,ECO_P,4615,GRR,ABQ,1,305
918084,ECO_P,83,GRR,BWI,1,93.93
918127,ECO_P,6866,GRR,BWI,1,119.5
918169,BUS,4849,MCO,GRR,1,109.89
918212,BUS,79,BWI,SDF,1,111.29
918254,BUS,695,GRR,DEN,1,172
918297,ECO_P,3264,DEN,GRR,6,126.5
918339,ECO,2316,DEN,GRR,2,162
918382,ECO,1453,GRR,DEN,1,197.5
918424,BUS,6060,GRR,DEN,2,438.5
918467,ECO_P,4170,GRR,MCO,2,109
918509,ECO_P,4327,GRR,MCO,1,225.61
918552,ECO,3806,MCO,GRR,4,95
918594,ECO,3588,MCO,GRR,9,113.5
918637,BUS,2781,GRR,MCO,12,129.5
918679,BUS,1297,GRR,MCO,4,142.5
918722,ECO_P,1602,MCO,GRR,1,159
918764,BUS,801,MCO,GRR,2,178.5
918807,F_CLASS,4825,GRR,MCO,9,203.5
918849,F_CLASS,3799,GRR,MCO,3,235.5
918892,BUS,658,MCO,GRR,1,296.5
918934,ECO,5739,MCO,GRR,3,436.5
918977,ECO_P,6203,GRR,MCO,1,199.47
919019,BUS,5238,BWI,GRR,1,139.13
919062,ECO_P,3690,DEN,GRR,1,295.53
919104,ECO,6065,LGA,BNA,1,197.34
919147,ECO,440,MCO,GRR,1,151.39
919189,F_CLASS,4290,TPA,GRR,1,210.21
919232,BUS,885,TPA,GRR,2,130.66
919274,BUS,373,GRR,RSW,8,99
919317,BUS,1769,GRR,RSW,3,285
919359,F_CLASS,3851,GRR,RSW,1,88
919402,ECO,871,RSW,GRR,6,111.5
919444,F_CLASS,5870,RSW,GRR,5,127
919487,F_CLASS,6184,GRR,RSW,6,144
919529,BUS,5127,GRR,RSW,2,159
919572,F_CLASS,1696,RSW,GRR,4,179.5
919614,F_CLASS,5895,RSW,GRR,1,200.5
919657,ECO,525,GRR,RSW,3,241.5
919699,ECO_P,902,GRR,RSW,1,332.5
919742,F_CLASS,3585,GRR,RSW,1,151.72
919784,BUS,7398,GRR,SJU,1,187
919827,F_CLASS,644,GRR,TPA,1,291
919869,F_CLASS,5716,TPA,GRR,3,100
919912,F_CLASS,2227,GRR,TPA,2,128
919954,F_CLASS,247,GRR,TPA,12,146
919997,ECO,1595,TPA,GRR,1,163
920039,BUS,818,TPA,GRR,1,186.5
920082,BUS,4566,GRR,TPA,1,255.5
920124,BUS,544,GRR,TPA,1,419
920167,ECO_P,6182,GSP,ATL,1,63
920209,BUS,1351,MCO,ATL,1,97.95
920252,ECO,5689,MSY,GSP,1,171
920294,F_CLASS,2565,GSP,DAL,1,277.56
920337,BUS,6127,HOU,ABQ,1,171
920379,BUS,1015,HOU,ABQ,1,205.38
920422,F_CLASS,1085,ABQ,HOU,3,183
920464,ECO,2136,ABQ,HOU,9,232.5
920507,F_CLASS,5448,HOU,ABQ,4,277.5
920549,ECO,6276,HOU,ABQ,1,362
920592,ECO_P,429,LAS,HOU,1,183.26
920634,ECO,1853,HOU,ATL,7,77
920677,F_CLASS,7427,HOU,ATL,1,170
920719,F_CLASS,5545,ATL,DAL,1,178.09
920762,ECO,3790,ATL,HOU,1,52
920804,ECO_P,3204,ATL,HOU,5,67.5
920847,ECO,2995,HOU,ATL,7,82
920889,ECO_P,6392,HOU,ATL,12,94.5
920932,F_CLASS,3881,ATL,HOU,1,106.5
920974,ECO_P,1634,ATL,HOU,3,118
921017,ECO_P,4541,HOU,ATL,2,131.5
921059,ECO_P,2034,HOU,ATL,2,146
921102,F_CLASS,1427,ATL,HOU,6,159.5
921144,ECO,2445,ATL,HOU,1,179
921187,ECO,5077,HOU,ATL,1,206
921229,F_CLASS,4436,HOU,ATL,1,240
921272,F_CLASS,5567,ATL,HOU,1,303.5
921314,F_CLASS,585,MCO,HOU,1,86.69
921357,ECO_P,208,MKE,HOU,1,143.01
921399,ECO_P,2864,DCA,HOU,1,131.3
921442,BUS,5524,HOU,AUS,3,158.5
921484,F_CLASS,2084,HOU,AUS,1,199
921527,ECO_P,1253,AUS,HOU,2,246.5
921569,F_CLASS,2603,LAX,HOU,1,157.5
921612,ECO,2678,SJC,HOU,2,242.28
921654,ECO_P,1894,HOU,BHM,3,114.73
921697,ECO_P,1720,HOU,BHM,1,164
921739,F_CLASS,1557,HOU,BHM,1,236
921782,ECO,6396,TPA,HOU,1,131.6
921824,ECO,812,HOU,BNA,3,350
921867,F_CLASS,4504,CLT,HOU,1,128.07
921909,ECO,3670,BNA,HOU,1,91
921952,ECO,2392,HOU,BNA,19,155.5
921994,ECO,3230,HOU,BNA,1,187
922037,BUS,4096,BNA,HOU,1,233.5
922079,F_CLASS,895,BNA,HOU,1,277
922122,ECO,1663,HOU,BNA,1,324
922164,BUS,3449,HOU,BNA,1,139.09
922207,F_CLASS,2065,HOU,BNA,1,175.97
922249,BUS,6301,HOU,BOS,16,58
922292,ECO,5988,HOU,BOS,3,174
922334,ECO,1889,HOU,BOS,1,82.42
922377,ECO,4489,BOS,HOU,2,70
922419,BUS,2295,BOS,HOU,1,91
922462,ECO,6284,HOU,BOS,1,126.5
922504,ECO_P,4859,HOU,BOS,1,166.5
922547,F_CLASS,4304,BOS,HOU,1,226
922589,BUS,1432,HOU,BOS,1,70.75
922632,ECO,1352,HOU,BWI,1,87
922674,BUS,6444,HOU,BWI,4,216
922717,BUS,6120,HOU,BWI,2,575
922759,BUS,6120,HOU,BWI,1,320.69
922802,ECO,5967,HOU,BWI,3,82
922844,F_CLASS,836,HOU,BWI,1,102
922887,ECO_P,1258,BWI,HOU,3,121
922929,ECO,3494,BWI,HOU,1,140.5
922972,F_CLASS,2380,HOU,BWI,1,159.5
923014,F_CLASS,3948,HOU,BWI,1,188
923057,ECO,2686,BWI,HOU,3,220.5
923099,BUS,6312,BWI,HOU,1,254
923142,BUS,3716,HOU,BWI,1,343
923184,BUS,4668,BWI,MCI,1,212.36
923227,ECO_P,4353,HOU,CHS,2,218
923269,F_CLASS,3766,CHS,HOU,1,134.5
923312,ECO,3553,HOU,CHS,1,181.5
923354,ECO,403,HOU,CHS,1,241.5
923397,ECO,1616,HOU,CLT,1,185
923439,ECO_P,166,HOU,CLT,1,107.5
923482,F_CLASS,5106,CLT,HOU,1,169
923524,BUS,5790,CLT,HOU,3,287.5
923567,BUS,1276,HOU,CRP,1,87
923609,ECO_P,5183,HOU,CRP,6,92.5
923652,ECO_P,5336,CRP,HOU,1,204
923694,BUS,672,CRP,HOU,19,280.5
923737,ECO_P,4291,HOU,DAL,7,196
923779,ECO_P,6280,HOU,DAL,1,231
923822,ECO_P,5889,AMA,HOU,1,151.47
923864,ECO_P,5553,BHM,HOU,1,149.44
923907,ECO,6255,CLT,HOU,1,90.46
923949,ECO_P,6210,DEN,HOU,1,135.96
923992,ECO_P,5471,ELP,HOU,1,142.91
924034,F_CLASS,2447,HOU,DAL,2,105
924077,ECO_P,4410,DAL,HOU,5,138.5
924119,ECO,990,DAL,HOU,2,162
924162,ECO,5124,HOU,DAL,1,171.5
924204,ECO_P,6852,HOU,DAL,1,181
924247,ECO,2043,DAL,HOU,3,188.5
924289,BUS,2096,DAL,HOU,8,196.5
924332,ECO,2846,HOU,DAL,1,205
924374,F_CLASS,2344,HOU,DAL,2,212
924417,BUS,3609,DAL,HOU,1,219
924459,F_CLASS,6924,DAL,HOU,1,232
924502,ECO,6059,IND,HOU,1,224.65
924544,ECO,4565,LBB,HOU,1,62.19
924587,F_CLASS,4429,MAF,HOU,1,219.4
924629,F_CLASS,900,MCI,HOU,1,170.28
924672,ECO_P,2338,OAK,HOU,1,216.22
924714,ECO,4177,ONT,HOU,2,193.25
924757,F_CLASS,1734,SAN,HOU,1,157.04
924799,BUS,2992,HOU,DAL,1,157.69
924842,F_CLASS,1419,SLC,HOU,1,261.91
924884,BUS,1956,TUL,HOU,1,307.2
924927,F_CLASS,7401,HOU,DCA,9,342
924969,F_CLASS,3324,HOU,DCA,8,78.5
925012,ECO,6580,DCA,HOU,3,132
925054,ECO_P,5677,DCA,HOU,8,165.5
925097,F_CLASS,4664,HOU,DCA,7,195
925139,F_CLASS,541,HOU,DCA,1,222
925182,ECO_P,6791,DCA,HOU,2,258.5
925224,ECO,1357,DCA,HOU,1,308.5
925267,ECO_P,4479,HOU,DCA,3,482
925309,ECO,21,HOU,DCA,1,382.18
925352,ECO_P,4065,HOU,DEN,1,136
925394,ECO,4677,HOU,DEN,1,277
925437,ECO,3093,DEN,DAL,1,117.55
925479,ECO,443,HOU,DEN,1,246.52
925522,BUS,2895,HOU,DEN,12,68
925564,ECO_P,644,HOU,DEN,5,82.5
925607,F_CLASS,1795,DEN,HOU,2,94.5
925649,F_CLASS,5649,DEN,HOU,1,106.5
925692,ECO_P,4944,HOU,DEN,3,118.5
925734,ECO,6525,HOU,DEN,2,131.5
925777,ECO_P,7418,DEN,HOU,19,144.5
925819,BUS,244,DEN,HOU,1,158.5
925862,ECO,2320,HOU,DEN,1,173
925904,F_CLASS,5278,HOU,DEN,2,188
925947,ECO,880,DEN,HOU,9,204.5
925989,ECO_P,4885,DEN,HOU,12,220.5
926032,BUS,3728,HOU,DEN,1,234.5
926074,BUS,462,HOU,DEN,1,244
926117,BUS,4887,DEN,HOU,6,257.5
926159,F_CLASS,646,DEN,HOU,1,272
926202,ECO_P,4069,HOU,DEN,1,294.5
926244,ECO,2631,HOU,DEN,1,313.5
926287,ECO,5962,DEN,HOU,1,353
926329,ECO_P,2092,HOU,DEN,1,72.95
926372,ECO_P,1346,PDX,HOU,1,381.29
926414,BUS,5246,HOU,DEN,1,196.57
926457,BUS,4153,HOU,ECP,3,142.5
926499,F_CLASS,4333,HOU,ECP,2,222
926542,BUS,4241,HOU,ELP,14,141
926584,ECO_P,6040,HOU,ELP,1,235.44
926627,BUS,3862,ELP,HOU,3,177
926669,ECO_P,2021,ELP,HOU,2,255
926712,ECO,2825,HOU,ELP,1,377.5
926754,ECO_P,743,LAX,HOU,1,195.36
926797,BUS,372,HOU,FLL,1,112
926839,ECO,4948,HOU,FLL,1,356
926882,ECO_P,4921,HOU,FLL,18,66.5
926924,BUS,1792,HOU,FLL,3,98
926967,ECO,1397,FLL,HOU,4,116.5
927009,ECO_P,350,FLL,HOU,2,134
927052,ECO,2377,HOU,FLL,2,154
927094,F_CLASS,662,HOU,FLL,1,180.5
927137,BUS,1933,FLL,HOU,1,211
927179,ECO,1776,FLL,HOU,1,263
927222,ECO_P,6336,HOU,FLL,1,333
927264,ECO_P,2062,HOU,FLL,1,498.5
927307,BUS,5392,HOU,FLL,1,284.67
927349,ECO_P,5431,HOU,HRL,1,241
927392,BUS,6004,HOU,HRL,4,120.5
927434,ECO_P,2826,HOU,HRL,1,154.5
927477,F_CLASS,4033,HRL,HOU,1,199.5
927519,F_CLASS,1765,HRL,HOU,3,246.5
927562,ECO,4234,HOU,IND,1,169
927604,BUS,7361,HOU,IND,1,135.5
927647,ECO_P,4872,IND,HOU,1,208
927689,BUS,5715,IND,HOU,1,314
927732,ECO_P,2059,HOU,JAX,4,171
927774,ECO_P,5650,HOU,JAX,1,142.5
927817,ECO_P,1614,JAX,HOU,1,247
927859,ECO_P,3208,JAX,HOU,1,427.5
927902,BUS,4551,HOU,LAS,6,138
927944,F_CLASS,1786,HOU,LAS,1,292
927987,BUS,5418,SJC,AUS,1,116.82
928029,ECO,1222,HOU,LAS,1,341.68
928072,ECO,155,HOU,LAS,1,55
928114,BUS,2279,HOU,LAS,1,74
928157,ECO_P,2119,LAS,HOU,4,88
928199,F_CLASS,3408,LAS,HOU,16,100
928242,ECO,1800,HOU,LAS,9,113.5
928284,BUS,3799,HOU,LAS,12,125
928327,ECO_P,6343,LAS,HOU,10,135.5
928369,ECO,4342,LAS,HOU,3,147
928412,BUS,2199,HOU,LAS,2,160
928454,ECO,6642,HOU,LAS,1,172.5
928497,BUS,2923,LAS,HOU,2,184
928539,F_CLASS,6399,LAS,HOU,2,195
928582,F_CLASS,816,HOU,LAS,4,208
928624,F_CLASS,3739,HOU,LAS,3,222.5
928667,BUS,1630,LAS,HOU,4,238
928709,BUS,2764,LAS,HOU,1,254.5
928752,ECO_P,3593,HOU,LAS,1,269.5
928794,BUS,2565,HOU,LAS,4,299.5
928837,F_CLASS,4344,LAS,HOU,4,329.5
928879,BUS,2695,LAS,HOU,1,369
928922,BUS,3095,HOU,LAS,1,459
928964,ECO,5231,OAK,HOU,1,211.6
929007,ECO,5947,ONT,HOU,1,164.19
929049,ECO,2741,OAK,HOU,1,296.26
929092,BUS,6119,HOU,SFO,1,299.51
929134,BUS,3728,SJC,LAS,1,69.24
929177,ECO,785,SNA,HOU,1,450.73
929219,BUS,6952,HOU,LAX,10,140
929262,BUS,5217,HOU,LAX,2,356
929304,BUS,269,HOU,LAX,1,100.56
929347,ECO,851,HOU,LAX,1,80.5
929389,ECO_P,7362,HOU,LAX,1,98
929432,ECO_P,4384,LAX,HOU,2,111.5
929474,BUS,5268,LAX,HOU,6,124
929517,F_CLASS,753,HOU,LAX,2,141
929559,F_CLASS,6177,HOU,LAX,2,156.5
929602,BUS,2381,LAX,HOU,1,172.5
929644,ECO_P,447,LAX,HOU,1,188.5
929687,BUS,2324,HOU,LAX,1,211.5
929729,BUS,5987,HOU,LAX,2,229.5
929772,ECO,642,LAX,HOU,1,258.5
929814,BUS,1872,LAX,HOU,1,288.5
929857,F_CLASS,507,HOU,LAX,6,332.5
929899,ECO_P,2994,HOU,LAX,1,396.5
929942,ECO_P,2835,LAX,HOU,1,512.5
929984,BUS,5303,HOU,LAX,1,142.5
930027,BUS,1798,HOU,LBB,1,231.82
930069,F_CLASS,4940,HOU,LGA,2,188
930112,BUS,4992,HOU,LGA,1,126.17
930154,F_CLASS,5252,HOU,LGA,2,76.5
930197,ECO_P,437,LGA,HOU,15,118.5
930239,F_CLASS,4647,LGA,HOU,4,141
930282,ECO,1078,HOU,LGA,1,161
930324,ECO,1012,HOU,LGA,1,180.5
930367,ECO_P,2232,LGA,HOU,1,202.5
930409,F_CLASS,3176,LGA,HOU,2,223
930452,F_CLASS,4864,HOU,LGA,2,258.5
930494,ECO,5374,HOU,LGA,1,307.5
930537,F_CLASS,5963,HOU,LGA,1,236.15
930579,F_CLASS,5382,HOU,LIT,1,238.43
930622,BUS,6149,HOU,MAF,2,382
930664,ECO,18,DAL,TUL,1,158.87
930707,BUS,4718,HOU,MAF,1,167.5
930749,F_CLASS,1313,HOU,MAF,1,218
930792,ECO,6238,MAF,HOU,2,246.5
930834,BUS,4816,MAF,HOU,1,299.5
930877,BUS,4606,HOU,MAF,1,336.5
930919,F_CLASS,1336,HOU,MCI,1,131
930962,F_CLASS,2917,HOU,MCI,1,414
931004,ECO_P,1929,DEN,HOU,1,177.7
931047,ECO_P,1651,HOU,MCI,6,142
931089,ECO_P,2777,HOU,MCI,2,178.5
931132,ECO_P,3911,MCI,HOU,1,249
931174,F_CLASS,6239,MCI,HOU,1,325
931217,ECO_P,5353,HOU,MCI,7,405.5
931259,ECO_P,96,HOU,MCO,2,95
931302,BUS,6010,HOU,MCO,3,293
931344,F_CLASS,3700,BDL,HOU,1,342.2
931387,F_CLASS,3346,FLL,HOU,1,336.86
931429,ECO_P,1718,MCO,HOU,2,75.5
931472,ECO_P,2653,HOU,MCO,1,95.5
931514,ECO_P,2116,HOU,MCO,3,113
931557,ECO_P,2614,MCO,HOU,2,127
931599,BUS,5205,MCO,HOU,1,141
931642,F_CLASS,3399,HOU,MCO,13,155.5
931684,F_CLASS,6405,HOU,MCO,3,172.5
931727,BUS,4875,MCO,HOU,1,188.5
931769,ECO,6217,MCO,HOU,1,203
931812,ECO_P,5306,HOU,MCO,1,222.5
931854,ECO_P,6181,HOU,MCO,1,245.5
931897,ECO,3545,MCO,HOU,4,279
931939,BUS,3789,MCO,HOU,1,309.5
931982,BUS,1842,HOU,MCO,1,335
932024,F_CLASS,5031,HOU,MCO,1,373
932067,ECO,5210,MCO,HOU,17,429.5
932109,F_CLASS,3551,HOU,MCO,2,159.13
932152,BUS,5167,HOU,MDW,7,52
932194,ECO,5259,HOU,MDW,1,119
932237,ECO_P,5953,HOU,MDW,1,372
932279,BUS,881,HOU,MDW,1,367.63
932322,BUS,4685,HOU,MDW,1,216.86
932364,BUS,4401,HOU,MDW,2,68
932407,F_CLASS,5386,MDW,HOU,1,82.5
932449,ECO,4586,MDW,HOU,1,97
932492,BUS,5882,HOU,MDW,4,117.5
932534,BUS,5533,HOU,MDW,1,135
932577,F_CLASS,2115,MDW,HOU,8,153.5
932619,F_CLASS,1037,MDW,HOU,1,174
932662,ECO,4375,HOU,MDW,5,196.5
932704,ECO_P,3873,HOU,MDW,1,231
932747,ECO_P,3592,MDW,HOU,2,273
932789,ECO_P,425,MDW,HOU,1,322
932832,ECO_P,2694,HOU,MDW,1,405
932874,ECO_P,661,HOU,MDW,2,555.5
932917,BUS,454,PVD,HOU,1,111.14
932959,ECO,124,HOU,MEM,1,107.7
933002,BUS,2288,MEM,HOU,1,130
933044,BUS,5516,MEM,HOU,2,187
933087,F_CLASS,4979,HOU,MEM,1,302
933129,BUS,2246,HOU,MKE,2,185
933172,ECO_P,1262,HOU,MKE,1,184.5
933214,ECO_P,1781,HOU,MSP,1,138
933257,F_CLASS,4069,HOU,MSY,1,140
933299,ECO_P,2427,HOU,MSY,8,233
933342,ECO_P,1197,MSY,DAL,1,247.54
933384,ECO,3618,MSY,HOU,2,59.5
933427,ECO_P,1602,HOU,MSY,1,84
933469,BUS,1400,HOU,MSY,2,106.5
933512,BUS,4874,MSY,HOU,6,122.5
933554,F_CLASS,685,MSY,HOU,1,136
933597,ECO,5128,HOU,MSY,3,151
933639,F_CLASS,1282,HOU,MSY,3,162.5
933682,BUS,5386,MSY,HOU,1,177
933724,ECO,5982,MSY,HOU,1,193
933767,ECO,419,HOU,MSY,1,211.5
