ID,Gender,Age,Type,Purpose,
11748,Male,19,First-time,Business,Business
11749,Female,21,First-time,Business,Economy
11750,Male,39,First-time,Business,Economy
11751,Female,32,Returning,Business,Business
11752,Male,47,Returning,Business,Business
11753,Male,31,Returning,Business,Economy
11754,Male,67,Returning,Business,Economy
11755,Female,47,Returning,Business,Economy
11756,Female,41,Returning,Business,Business
11757,Male,38,First-time,Business,Economy
11758,Female,24,First-time,Business,Economy
11759,Female,31,Returning,Business,Business
11760,Female,20,First-time,Business,Economy
11761,Male,36,Returning,Business,Economy
11762,Male,53,Returning,Business,Business
11763,Female,31,Returning,Business,Economy
11764,Male,20,First-time,Business,Economy
11765,Female,17,Returning,Personal,Economy
11766,Male,42,Returning,Personal,Economy
11767,Female,32,Returning,Personal,Economy
11768,Male,47,Returning,Personal,Economy
11769,Female,44,Returning,Personal,Economy
11770,Female,55,Returning,Personal,Economy
11771,Male,9,Returning,Personal,Economy
11772,Female,34,Returning,Personal,Economy
11773,Male,15,Returning,Personal,Economy
11774,Male,69,Returning,Personal,Economy
11775,Female,23,Returning,Personal,Economy
11776,Male,10,Returning,Personal,Economy
11777,Female,45,Returning,Personal,Economy
11778,Female,53,Returning,Personal,Economy
11779,Male,47,Returning,Personal,Economy
11780,Female,20,Returning,Personal,Economy
11781,Male,61,Returning,Personal,Economy
11782,Female,34,Returning,Personal,Economy
11783,Female,61,Returning,Personal,Economy
11784,Male,68,Returning,Personal,Economy
11785,Male,63,Returning,Personal,Economy
11786,Female,28,Returning,Personal,Economy
11787,Male,59,Returning,Personal,Economy
11788,Male,18,Returning,Personal,Economy
11789,Male,29,Returning,Personal,Economy
11790,Female,54,Returning,Personal,Economy
11791,Female,21,Returning,Personal,Economy
11792,Female,32,Returning,Personal,Economy
11793,Female,43,Returning,Personal,Economy
11794,Female,45,Returning,Personal,Economy
11795,Female,64,Returning,Business,Business
11796,Male,35,First-time,Business,Economy Plus
11797,Male,20,First-time,Business,Economy
11798,Female,20,Returning,Business,Economy Plus
11799,Female,40,Returning,Business,Business
11800,Male,63,Returning,Business,Economy Plus
11801,Male,27,First-time,Business,Economy Plus
11802,Male,17,First-time,Business,Economy Plus
11803,Male,45,Returning,Personal,Economy Plus
11804,Male,50,Returning,Personal,Economy Plus
11805,Female,7,Returning,Personal,Economy Plus
11806,Male,32,Returning,Personal,Economy Plus
11807,Male,51,Returning,Personal,Economy Plus
11808,Male,21,Returning,Personal,Economy Plus
11809,Male,68,Returning,Personal,Economy Plus
11810,Male,23,First-time,Business,Business
11811,Male,42,Returning,Business,Business
11812,Male,41,Returning,Business,Business
11813,Female,55,Returning,Business,Business
11814,Male,44,Returning,Business,Economy
11815,Male,59,Returning,Business,Business
11816,Male,37,Returning,Business,Business
11817,Female,19,First-time,Business,Economy
11818,Female,20,First-time,Business,Economy
11819,Female,22,First-time,Business,Economy
11820,Female,21,First-time,Business,Economy
11821,Female,42,Returning,Business,Business
11822,Male,46,Returning,Business,Business
11823,Male,28,Returning,Business,Business
11824,Female,11,First-time,Business,Economy
11825,Male,47,Returning,Business,Business
11826,Female,47,Returning,Business,Business
11827,Female,18,First-time,Business,Economy
11828,Male,55,Returning,Business,Business
11829,Male,24,First-time,Business,Economy
11830,Male,13,Returning,Personal,Economy
11831,Female,23,Returning,Personal,Economy
11832,Female,69,Returning,Personal,Economy
11833,Female,32,Returning,Personal,Economy
11834,Female,62,Returning,Personal,Economy
11835,Male,19,Returning,Personal,Economy
11836,Female,42,Returning,Personal,Economy
11837,Male,26,Returning,Personal,Economy
11838,Male,10,Returning,Personal,Economy
11839,Male,62,Returning,Personal,Economy
11840,Female,39,Returning,Business,Business
11841,Male,57,Returning,Business,Business
11842,Female,41,Returning,Business,Business
11843,Female,56,Returning,Personal,Economy Plus
11844,Male,31,Returning,Personal,Economy Plus
11845,Female,31,Returning,Business,Business
11846,Female,42,Returning,Business,Business
11847,Male,40,Returning,Business,Business
11848,Male,60,Returning,Business,Business
11849,Female,65,Returning,Personal,Business
11850,Female,53,Returning,Business,Business
11851,Female,42,Returning,Business,Business
11852,Male,17,First-time,Business,Economy
11853,Male,22,First-time,Business,Business
11854,Male,51,Returning,Business,Business
11855,Female,29,Returning,Business,Business
11856,Female,46,Returning,Business,Business
11857,Female,37,Returning,Business,Business
11858,Male,40,Returning,Business,Business
11859,Male,29,First-time,Business,Business
11860,Female,53,Returning,Business,Economy
11861,Female,28,First-time,Business,Economy
11862,Male,25,First-time,Business,Economy
11863,Female,31,Returning,Business,Business
11864,Male,48,Returning,Business,Economy
11865,Female,47,Returning,Business,Business
11866,Female,48,Returning,Business,Business
11867,Female,51,Returning,Business,Economy
11868,Male,63,Returning,Personal,Economy
11869,Male,34,Returning,Personal,Economy
11870,Male,47,Returning,Personal,Economy
11871,Female,55,Returning,Personal,Economy
11872,Male,20,First-time,Personal,Economy
11873,Female,60,Returning,Personal,Economy
11874,Female,37,Returning,Personal,Economy
11875,Female,16,Returning,Personal,Economy
11876,Female,49,Returning,Personal,Economy
11877,Female,15,Returning,Personal,Economy
11878,Female,47,Returning,Personal,Economy
11879,Male,20,Returning,Personal,Economy
11880,Male,9,Returning,Personal,Economy
11881,Female,52,Returning,Personal,Economy
11882,Male,50,Returning,Personal,Economy
11883,Female,40,Returning,Personal,Economy
11884,Male,23,Returning,Personal,Economy
11885,Female,48,Returning,Business,Business
11886,Female,24,First-time,Business,Economy
11887,Male,39,Returning,Business,Business
11888,Female,15,Returning,Personal,Economy Plus
11889,Male,48,Returning,Business,Business
11890,Female,24,First-time,Business,Economy
11891,Male,41,Returning,Business,Business
11892,Female,29,Returning,Business,Business
11893,Female,57,Returning,Business,Business
11894,Female,49,Returning,Business,Business
11895,Male,58,Returning,Business,Business
11896,Male,58,Returning,Business,Business
11897,Male,33,Returning,Business,Business
11898,Male,35,Returning,Business,Business
11899,Female,38,First-time,Business,Business
11900,Female,55,Returning,Business,Business
11901,Male,26,First-time,Business,Business
11902,Male,40,Returning,Business,Business
11903,Female,49,Returning,Business,Business
11904,Female,49,Returning,Business,Business
11905,Male,25,First-time,Business,Business
11906,Male,31,Returning,Business,Business
11907,Female,58,Returning,Business,Business
11908,Female,49,Returning,Business,Business
11909,Female,49,Returning,Business,Economy
11910,Female,48,Returning,Business,Business
11911,Female,25,Returning,Business,Business
11912,Male,37,Returning,Business,Business
11913,Male,69,Returning,Personal,Economy
11914,Female,37,Returning,Personal,Economy
11915,Male,23,Returning,Personal,Economy
11916,Male,62,Returning,Personal,Economy
11917,Female,57,Returning,Personal,Economy
11918,Male,38,Returning,Personal,Economy
11919,Female,58,Returning,Personal,Economy
11920,Male,67,Returning,Personal,Economy
11921,Female,30,Returning,Personal,Economy
11922,Female,33,Returning,Personal,Economy
11923,Male,28,Returning,Personal,Economy
11924,Female,45,Returning,Personal,Economy
11925,Male,22,Returning,Personal,Economy
11926,Female,64,Returning,Personal,Economy
11927,Male,29,Returning,Personal,Economy
11928,Male,49,Returning,Business,Business
11929,Female,42,Returning,Business,Economy Plus
11930,Male,28,Returning,Personal,Economy Plus
11931,Female,10,Returning,Personal,Economy Plus
11932,Female,29,First-time,Business,Business
11933,Male,16,First-time,Business,Economy
11934,Male,38,First-time,Business,Business
11935,Female,26,First-time,Business,Business
11936,Male,34,First-time,Business,Business
11937,Female,33,Returning,Business,Business
11938,Male,47,Returning,Business,Economy
11939,Female,29,First-time,Business,Business
11940,Female,34,First-time,Business,Economy
11941,Female,50,Returning,Business,Business
11942,Female,9,Returning,Business,Economy
11943,Male,30,First-time,Business,Business
11944,Female,64,First-time,Business,Economy
11945,Female,25,Returning,Business,Business
11946,Female,54,Returning,Business,Economy
11947,Female,30,Returning,Business,Business
11948,Female,30,Returning,Business,Business
11949,Female,44,Returning,Personal,Economy
11950,Female,36,Returning,Personal,Economy
11951,Female,29,Returning,Personal,Economy
11952,Male,43,Returning,Personal,Economy
11953,Male,64,Returning,Personal,Economy
11954,Female,69,Returning,Personal,Economy
11955,Female,45,Returning,Personal,Economy
11956,Male,51,Returning,Business,Business
11957,Female,57,Returning,Business,Business
11958,Male,48,Returning,Business,Business
11959,Male,47,Returning,Business,Business
11960,Male,57,Returning,Business,Business
11961,Female,60,Returning,Business,Business
11962,Male,52,Returning,Business,Business
11963,Female,33,Returning,Business,Business
11964,Female,65,Returning,Personal,Business
11965,Male,18,Returning,Personal,Business
11966,Male,50,Returning,Business,Business
11967,Female,23,Returning,Business,Business
11968,Male,65,First-time,Business,Business
11969,Female,45,Returning,Business,Business
11970,Female,44,First-time,Business,Business
11971,Male,53,Returning,Business,Business
11972,Female,40,Returning,Business,Business
11973,Male,46,Returning,Business,Business
11974,Male,57,Returning,Business,Business
11975,Male,53,Returning,Business,Business
11976,Male,30,Returning,Business,Business
11977,Female,42,Returning,Business,Business
11978,Male,50,Returning,Business,Business
11979,Female,43,Returning,Business,Business
11980,Male,43,Returning,Business,Economy
11981,Female,34,Returning,Business,Business
11982,Male,33,Returning,Business,Business
11983,Male,55,Returning,Business,Economy
11984,Male,16,First-time,Business,Economy
11985,Female,23,Returning,Personal,Economy
11986,Female,34,Returning,Personal,Economy
11987,Female,61,Returning,Personal,Economy
11988,Male,17,Returning,Personal,Economy
11989,Male,59,Returning,Personal,Economy
11990,Female,65,Returning,Personal,Economy
11991,Female,23,Returning,Personal,Economy
11992,Female,29,Returning,Personal,Economy
11993,Male,14,Returning,Personal,Economy
11994,Female,39,Returning,Personal,Economy
11995,Female,69,Returning,Personal,Economy
11996,Male,52,Returning,Personal,Economy
11997,Male,42,Returning,Personal,Economy
11998,Male,53,Returning,Personal,Economy
11999,Female,42,Returning,Personal,Economy
12000,Male,21,First-time,Business,Economy Plus
12001,Male,25,Returning,Business,Economy Plus
12002,Male,60,Returning,Business,Economy Plus
12003,Female,46,Returning,Personal,Economy Plus
12004,Female,24,Returning,Personal,Economy Plus
12005,Male,63,Returning,Personal,Economy Plus
12006,Female,39,Returning,Business,Business
12007,Female,56,Returning,Business,Business
12008,Male,46,Returning,Business,Business
12009,Female,37,First-time,Business,Business
12010,Female,43,Returning,Business,Business
12011,Male,59,Returning,Business,Business
12012,Female,31,Returning,Personal,Business
12013,Male,37,Returning,Personal,Business
12014,Female,21,Returning,Personal,Business
12015,Male,7,Returning,Personal,Business
12016,Female,54,Returning,Business,Economy
12017,Female,48,Returning,Business,Business
12018,Female,38,Returning,Business,Economy
12019,Male,42,First-time,Business,Economy
12020,Female,26,First-time,Business,Economy
12021,Male,37,Returning,Business,Economy
12022,Female,55,Returning,Business,Economy
12023,Male,45,First-time,Business,Business
12024,Male,44,Returning,Business,Economy
12025,Male,41,Returning,Business,Business
12026,Male,44,Returning,Business,Economy
12027,Female,44,Returning,Business,Economy
12028,Male,46,Returning,Business,Business
12029,Male,42,First-time,Business,Business
12030,Female,37,Returning,Business,Business
12031,Male,33,Returning,Business,Business
12032,Female,37,Returning,Business,Business
12033,Female,36,Returning,Business,Economy
12034,Female,72,Returning,Business,Economy
12035,Female,36,Returning,Business,Business
12036,Male,68,Returning,Business,Economy
12037,Female,37,Returning,Business,Economy
12038,Male,62,Returning,Business,Business
12039,Female,26,First-time,Business,Economy
12040,Female,44,Returning,Business,Business
12041,Female,60,Returning,Business,Business
12042,Male,34,First-time,Business,Economy
12043,Male,38,First-time,Business,Business
12044,Female,35,Returning,Business,Business
12045,Female,61,Returning,Business,Economy
12046,Female,53,Returning,Business,Business
12047,Male,47,First-time,Business,Economy
12048,Male,28,First-time,Business,Business
12049,Male,66,First-time,Business,Economy
12050,Female,69,Returning,Business,Business
12051,Male,27,First-time,Business,Economy
12052,Male,39,Returning,Business,Economy
12053,Female,76,Returning,Business,Business
12054,Female,40,Returning,Business,Economy
12055,Female,61,Returning,Business,Business
12056,Female,27,Returning,Personal,Economy
12057,Male,15,Returning,Personal,Economy
12058,Female,21,Returning,Personal,Economy
12059,Male,52,Returning,Personal,Economy
12060,Female,64,Returning,Personal,Economy
12061,Female,52,Returning,Personal,Economy
12062,Female,16,Returning,Personal,Economy
12063,Female,8,Returning,Personal,Economy
12064,Female,32,Returning,Personal,Economy
12065,Female,18,Returning,Personal,Economy
12066,Male,47,Returning,Personal,Economy
12067,Male,40,Returning,Personal,Economy
12068,Female,61,Returning,Personal,Economy
12069,Male,30,Returning,Personal,Economy
12070,Male,20,Returning,Personal,Economy
12071,Female,49,Returning,Personal,Economy
12072,Female,12,Returning,Personal,Economy
12073,Male,65,Returning,Personal,Economy
12074,Female,24,Returning,Business,Economy Plus
12075,Female,36,Returning,Business,Economy Plus
12076,Female,23,First-time,Business,Economy Plus
12077,Female,32,Returning,Business,Economy Plus
12078,Male,48,Returning,Business,Economy Plus
12079,Male,39,Returning,Business,Economy Plus
12080,Female,26,Returning,Business,Economy Plus
12081,Male,38,First-time,Business,Business
12082,Female,9,Returning,Personal,Economy Plus
12083,Female,8,Returning,Personal,Economy Plus
12084,Female,62,Returning,Personal,Economy Plus
12085,Female,68,Returning,Personal,Economy Plus
12086,Female,55,Returning,Business,Business
12087,Female,42,Returning,Business,Business
12088,Male,50,Returning,Business,Business
12089,Female,24,First-time,Business,Economy
12090,Female,30,Returning,Business,Business
12091,Female,53,Returning,Business,Business
12092,Female,54,Returning,Business,Business
12093,Male,61,Returning,Personal,Business
12094,Male,7,Returning,Personal,Business
12095,Female,50,First-time,Business,Economy
12096,Female,37,Returning,Business,Business
12097,Male,62,Returning,Business,Business
12098,Female,36,Returning,Business,Business
12099,Male,26,First-time,Business,Economy
12100,Female,28,Returning,Business,Economy
12101,Female,38,Returning,Business,Business
12102,Male,33,Returning,Business,Economy
12103,Male,22,First-time,Business,Economy
12104,Female,29,First-time,Business,Economy
12105,Male,47,Returning,Business,Business
12106,Female,41,Returning,Business,Economy
12107,Male,27,First-time,Business,Economy
12108,Female,27,First-time,Business,Economy
12109,Female,31,Returning,Business,Business
12110,Male,24,Returning,Business,Business
12111,Male,22,Returning,Business,Business
12112,Male,39,Returning,Business,Business
12113,Male,18,First-time,Business,Economy
12114,Male,22,Returning,Business,Business
12115,Female,25,First-time,Business,Economy
12116,Female,20,Returning,Business,Economy
12117,Male,62,Returning,Business,Economy
12118,Male,24,Returning,Business,Business
12119,Male,41,Returning,Personal,Economy
12120,Female,66,Returning,Personal,Economy
12121,Male,20,Returning,Personal,Economy
12122,Male,29,Returning,Personal,Economy
12123,Female,18,Returning,Personal,Economy
12124,Male,13,Returning,Personal,Economy
12125,Male,37,Returning,Personal,Economy
12126,Male,49,Returning,Business,Economy Plus
12127,Male,45,Returning,Business,Economy Plus
12128,Male,33,Returning,Business,Economy Plus
12129,Male,34,Returning,Business,Economy Plus
12130,Female,32,Returning,Personal,Economy Plus
12131,Male,30,Returning,Personal,Economy Plus
12132,Male,28,Returning,Business,Business
12133,Male,51,Returning,Business,Business
12134,Female,44,Returning,Business,Business
12135,Female,41,Returning,Business,Business
12136,Female,26,First-time,Business,Business
12137,Male,43,Returning,Business,Business
12138,Male,34,Returning,Business,Business
12139,Female,31,Returning,Business,Business
12140,Male,25,First-time,Business,Economy
12141,Male,24,First-time,Business,Economy
12142,Male,36,Returning,Business,Business
12143,Male,31,First-time,Business,Economy
12144,Female,40,Returning,Business,Business
12145,Female,56,Returning,Business,Business
12146,Male,38,Returning,Business,Business
12147,Male,53,Returning,Business,Economy
12148,Male,37,First-time,Business,Economy
12149,Female,43,Returning,Business,Economy
12150,Male,34,Returning,Business,Business
12151,Female,35,Returning,Business,Economy
12152,Male,10,First-time,Business,Economy
12153,Male,47,Returning,Business,Economy
12154,Female,36,Returning,Business,Business
12155,Male,49,Returning,Business,Economy
12156,Male,31,First-time,Business,Business
12157,Male,55,Returning,Business,Business
12158,Female,9,Returning,Business,Business
12159,Male,45,Returning,Business,Economy
12160,Female,50,Returning,Business,Economy
12161,Female,30,First-time,Business,Economy
12162,Male,56,Returning,Business,Economy
12163,Male,27,First-time,Business,Business
12164,Female,25,Returning,Business,Business
12165,Female,37,Returning,Business,Economy
12166,Female,14,Returning,Business,Business
12167,Male,52,Returning,Business,Business
12168,Male,25,Returning,Business,Business
12169,Female,11,Returning,Business,Business
12170,Female,24,First-time,Business,Economy
12171,Female,37,Returning,Business,Business
12172,Male,38,Returning,Business,Business
12173,Male,27,First-time,Business,Economy
12174,Male,49,Returning,Business,Business
12175,Male,39,Returning,Business,Economy
12176,Female,45,Returning,Business,Business
12177,Male,50,Returning,Business,Economy
12178,Female,30,Returning,Business,Business
12179,Male,49,Returning,Business,Economy
12180,Male,56,First-time,Business,Economy
12181,Female,25,First-time,Business,Economy
12182,Male,52,Returning,Business,Economy
12183,Female,35,First-time,Business,Economy
12184,Female,66,Returning,Business,Business
12185,Female,58,Returning,Personal,Economy
12186,Female,37,Returning,Personal,Economy
12187,Female,26,Returning,Personal,Economy
12188,Female,20,Returning,Personal,Economy
12189,Male,68,Returning,Personal,Economy
12190,Male,16,Returning,Personal,Economy
12191,Female,43,Returning,Personal,Economy
12192,Male,26,First-time,Business,Business
12193,Male,27,Returning,Business,Economy Plus
12194,Male,51,Returning,Business,Economy Plus
12195,Male,51,Returning,Personal,Economy Plus
12196,Male,40,Returning,Business,Business
12197,Male,38,Returning,Business,Business
12198,Male,44,First-time,Business,Business
12199,Female,58,Returning,Business,Business
12200,Male,47,Returning,Business,Business
12201,Female,46,Returning,Business,Business
12202,Male,27,First-time,Business,Business
12203,Female,20,First-time,Business,Economy
12204,Male,57,Returning,Business,Business
12205,Female,24,First-time,Business,Business
12206,Male,36,Returning,Business,Business
12207,Male,40,Returning,Business,Business
12208,Female,23,First-time,Business,Business
12209,Female,49,Returning,Business,Business
12210,Female,49,Returning,Business,Business
12211,Male,18,Returning,Business,Business
12212,Female,45,First-time,Business,Business
12213,Male,48,Returning,Business,Business
12214,Male,50,Returning,Business,Business
12215,Male,40,Returning,Business,Business
12216,Male,43,Returning,Business,Business
12217,Female,9,Returning,Personal,Business
12218,Male,36,Returning,Personal,Business
12219,Male,50,Returning,Personal,Business
12220,Male,23,Returning,Personal,Business
12221,Female,69,Returning,Personal,Business
12222,Female,60,Returning,Personal,Business
12223,Male,65,Returning,Personal,Business
12224,Male,22,Returning,Personal,Business
12225,Male,60,Returning,Personal,Business
12226,Male,21,Returning,Personal,Business
12227,Female,62,Returning,Personal,Business
12228,Male,66,Returning,Personal,Business
12229,Male,64,Returning,Personal,Business
12230,Female,11,Returning,Personal,Business
12231,Female,45,Returning,Business,Business
12232,Male,22,First-time,Business,Economy
12233,Male,35,Returning,Business,Economy
12234,Female,39,Returning,Business,Business
12235,Female,56,Returning,Business,Business
12236,Male,54,Returning,Business,Business
12237,Female,49,Returning,Business,Economy
12238,Male,31,Returning,Business,Economy
12239,Male,62,Returning,Business,Business
12240,Male,47,Returning,Business,Business
12241,Male,38,Returning,Business,Business
12242,Female,43,Returning,Business,Business
12243,Male,55,Returning,Business,Economy
12244,Male,36,First-time,Business,Economy
12245,Female,34,Returning,Business,Business
12246,Male,38,Returning,Business,Economy
12247,Female,55,Returning,Business,Business
12248,Female,36,Returning,Business,Business
12249,Male,53,Returning,Business,Business
12250,Male,65,Returning,Business,Business
12251,Female,44,Returning,Business,Business
12252,Male,28,Returning,Business,Business
12253,Female,42,First-time,Business,Economy
12254,Female,38,Returning,Business,Business
12255,Male,51,Returning,Business,Economy
12256,Female,66,Returning,Business,Business
12257,Female,44,Returning,Business,Business
12258,Male,47,Returning,Business,Business
12259,Male,48,Returning,Business,Business
12260,Male,42,Returning,Business,Economy
12261,Male,32,First-time,Business,Economy
12262,Female,56,Returning,Business,Economy
12263,Male,47,Returning,Business,Business
12264,Female,28,Returning,Business,Business
12265,Male,49,Returning,Business,Economy
12266,Male,43,Returning,Business,Economy
12267,Female,55,Returning,Business,Economy
12268,Female,34,First-time,Business,Economy
12269,Female,47,Returning,Business,Business
12270,Male,55,Returning,Business,Business
12271,Male,48,First-time,Business,Business
12272,Male,27,First-time,Business,Economy
12273,Female,49,First-time,Business,Economy
12274,Male,45,Returning,Business,Economy
12275,Female,41,Returning,Business,Business
12276,Female,44,First-time,Business,Economy
12277,Female,25,First-time,Business,Economy
12278,Female,54,Returning,Business,Business
12279,Male,21,First-time,Business,Economy
12280,Female,25,First-time,Business,Economy
12281,Female,22,First-time,Business,Business
12282,Female,35,Returning,Business,Economy
12283,Female,48,Returning,Business,Business
12284,Male,27,First-time,Business,Economy
12285,Male,36,Returning,Business,Business
12286,Male,38,Returning,Business,Economy
12287,Male,50,Returning,Business,Business
12288,Female,59,Returning,Business,Business
12289,Female,39,Returning,Business,Business
12290,Female,23,First-time,Business,Economy
12291,Male,39,Returning,Business,Economy
12292,Male,38,Returning,Business,Economy
12293,Male,49,First-time,Business,Economy
12294,Male,68,Returning,Business,Economy
12295,Female,62,Returning,Business,Economy
12296,Male,26,First-time,Business,Economy
12297,Male,39,Returning,Business,Business
12298,Male,52,Returning,Business,Business
12299,Female,53,Returning,Business,Business
12300,Male,44,Returning,Business,Economy
12301,Female,50,Returning,Business,Business
12302,Female,60,Returning,Business,Business
12303,Female,48,Returning,Business,Business
12304,Female,20,First-time,Business,Economy
12305,Female,31,Returning,Business,Business
12306,Male,56,Returning,Business,Economy
12307,Female,45,Returning,Business,Business
12308,Female,39,First-time,Business,Business
12309,Female,37,Returning,Business,Economy
12310,Female,48,Returning,Business,Business
12311,Female,56,Returning,Business,Business
12312,Female,53,Returning,Business,Economy
12313,Male,47,Returning,Business,Business
12314,Female,38,Returning,Business,Business
12315,Male,53,Returning,Business,Business
12316,Male,48,Returning,Business,Economy
12317,Male,45,Returning,Business,Economy
12318,Female,43,Returning,Business,Economy
12319,Female,24,First-time,Business,Economy
12320,Male,36,Returning,Business,Business
12321,Female,54,Returning,Business,Economy
12322,Female,38,Returning,Business,Business
12323,Male,59,Returning,Business,Business
12324,Female,48,Returning,Business,Business
12325,Female,58,Returning,Business,Economy
12326,Female,50,Returning,Business,Business
12327,Female,20,First-time,Business,Economy
12328,Female,30,Returning,Business,Economy
12329,Male,38,Returning,Business,Economy
12330,Male,20,Returning,Business,Economy
12331,Female,32,Returning,Business,Business
12332,Male,48,First-time,Business,Business
12333,Male,48,Returning,Business,Economy
12334,Male,50,Returning,Business,Economy
12335,Female,51,Returning,Business,Business
12336,Male,35,Returning,Business,Business
12337,Female,37,Returning,Business,Business
12338,Male,40,Returning,Business,Business
12339,Female,39,Returning,Business,Business
12340,Male,61,Returning,Business,Economy
12341,Female,23,Returning,Business,Business
12342,Male,37,First-time,Business,Economy
12343,Female,47,Returning,Business,Business
12344,Female,36,First-time,Business,Economy
12345,Female,37,Returning,Business,Business
12346,Male,18,Returning,Business,Business
12347,Male,52,Returning,Business,Business
12348,Male,32,Returning,Business,Economy
12349,Male,22,First-time,Business,Economy
12350,Male,37,Returning,Business,Economy
12351,Female,19,Returning,Business,Economy
12352,Female,27,First-time,Business,Economy
12353,Female,20,First-time,Business,Economy
12354,Female,15,First-time,Business,Economy
12355,Male,33,Returning,Business,Economy
12356,Male,41,Returning,Business,Business
12357,Female,35,Returning,Business,Economy
12358,Female,41,Returning,Business,Business
12359,Female,36,Returning,Business,Economy
12360,Male,20,First-time,Business,Economy
12361,Female,37,Returning,Business,Economy
12362,Male,45,Returning,Business,Economy
12363,Female,45,Returning,Business,Business
12364,Female,38,Returning,Business,Business
12365,Female,63,Returning,Business,Economy
12366,Male,70,Returning,Business,Economy
12367,Male,32,Returning,Business,Economy
12368,Female,35,Returning,Business,Economy
12369,Male,24,First-time,Business,Economy
12370,Male,31,Returning,Business,Business
12371,Female,44,Returning,Business,Business
12372,Male,30,First-time,Business,Economy
12373,Male,37,First-time,Business,Economy
12374,Female,33,Returning,Business,Economy
12375,Female,20,First-time,Business,Economy
12376,Male,21,Returning,Business,Business
12377,Female,39,First-time,Business,Business
12378,Female,21,First-time,Business,Economy
12379,Male,68,Returning,Business,Business
12380,Male,30,Returning,Business,Economy
12381,Female,37,Returning,Business,Business
12382,Female,60,Returning,Business,Business
12383,Male,57,Returning,Business,Business
12384,Male,65,First-time,Business,Economy
12385,Male,48,Returning,Business,Business
12386,Female,51,Returning,Business,Business
12387,Female,33,Returning,Business,Business
12388,Female,38,Returning,Business,Business
12389,Female,29,First-time,Business,Economy
12390,Female,15,Returning,Business,Business
12391,Male,36,First-time,Business,Economy
12392,Female,58,Returning,Business,Business
12393,Female,29,Returning,Business,Economy
12394,Male,34,Returning,Business,Economy
12395,Female,27,First-time,Business,Economy
12396,Female,37,Returning,Business,Economy
12397,Female,22,First-time,Business,Economy
12398,Male,22,Returning,Business,Business
12399,Female,25,First-time,Business,Economy
12400,Female,60,Returning,Business,Business
12401,Female,78,Returning,Business,Business
12402,Female,22,Returning,Business,Business
12403,Male,30,First-time,Business,Economy
12404,Female,50,First-time,Business,Economy
12405,Male,20,Returning,Business,Economy
12406,Female,16,First-time,Business,Economy
12407,Male,16,Returning,Business,Business
12408,Male,39,Returning,Business,Economy
12409,Female,25,First-time,Business,Economy
12410,Male,46,Returning,Business,Economy
12411,Female,39,Returning,Business,Business
12412,Male,69,Returning,Business,Economy
12413,Female,24,First-time,Business,Economy
12414,Female,35,Returning,Personal,Economy
12415,Male,54,Returning,Personal,Economy
12416,Male,68,Returning,Personal,Economy
12417,Male,17,Returning,Personal,Economy
12418,Male,15,Returning,Personal,Economy
12419,Female,14,Returning,Personal,Economy
12420,Male,59,Returning,Personal,Economy
12421,Male,51,Returning,Personal,Economy
12422,Female,68,First-time,Personal,Economy
12423,Female,57,Returning,Personal,Economy
12424,Female,22,Returning,Personal,Economy
12425,Male,58,Returning,Personal,Economy
12426,Female,13,Returning,Personal,Economy
12427,Male,63,Returning,Personal,Economy
12428,Male,56,Returning,Personal,Economy
12429,Female,49,Returning,Personal,Economy
12430,Male,62,Returning,Personal,Economy
12431,Male,7,Returning,Personal,Economy
12432,Male,65,Returning,Personal,Economy
12433,Male,40,Returning,Personal,Economy
12434,Female,30,Returning,Personal,Economy
12435,Male,35,Returning,Personal,Economy
12436,Male,38,Returning,Personal,Economy
12437,Female,35,Returning,Personal,Economy
12438,Male,9,Returning,Personal,Economy
12439,Male,9,Returning,Personal,Economy
12440,Male,22,Returning,Personal,Economy
12441,Male,58,Returning,Personal,Economy
12442,Male,17,Returning,Personal,Economy
12443,Female,26,Returning,Personal,Economy
12444,Female,7,Returning,Personal,Economy
12445,Female,27,Returning,Personal,Economy
12446,Female,54,Returning,Personal,Economy
12447,Female,35,Returning,Personal,Economy
12448,Female,37,Returning,Personal,Economy
12449,Male,58,Returning,Personal,Economy
12450,Male,16,Returning,Personal,Economy
12451,Male,8,Returning,Personal,Economy
12452,Female,8,Returning,Personal,Economy
12453,Male,65,Returning,Personal,Economy
12454,Female,13,Returning,Personal,Economy
12455,Male,64,Returning,Personal,Economy
12456,Male,19,First-time,Personal,Economy
12457,Male,69,Returning,Personal,Economy
12458,Female,18,Returning,Personal,Economy
12459,Male,58,Returning,Personal,Economy
12460,Female,28,Returning,Personal,Economy
12461,Male,32,Returning,Personal,Economy
12462,Male,21,Returning,Personal,Economy
12463,Female,42,Returning,Personal,Economy
12464,Female,35,Returning,Personal,Economy
12465,Female,16,Returning,Personal,Economy
12466,Male,25,Returning,Personal,Economy
12467,Male,59,Returning,Personal,Economy
12468,Male,58,Returning,Personal,Economy
12469,Female,53,Returning,Personal,Economy
12470,Male,35,Returning,Personal,Economy
12471,Male,16,Returning,Personal,Economy
12472,Male,26,Returning,Personal,Economy
12473,Male,28,Returning,Personal,Economy
12474,Female,43,Returning,Personal,Economy
12475,Female,70,Returning,Personal,Economy
12476,Female,34,Returning,Personal,Economy
12477,Male,17,Returning,Personal,Economy
12478,Male,26,Returning,Personal,Economy
12479,Male,10,First-time,Personal,Economy
